vehicle_id,vehicle_type,make_id,model_year,color,date_stolen,location_id,age
2357,Saloon,619,2004,Silver,2022-04-04,102,18
2358,Stationwagon,619,2002,Silver,2022-02-11,102,20
2359,Stationwagon,576,2006,Grey,2022-02-28,109,16
2360,Stationwagon,610,2006,Silver,2022-01-06,101,16
2361,Stationwagon,507,2005,Black,2021-11-07,101,16
2362,Utility,540,2004,Grey,2022-01-13,103,18
2363,Hatchback,576,2004,Silver,2022-02-17,107,18
2364,Saloon,548,1999,Brown,2021-10-19,114,22
2365,Roadbike,536,2021,Red,2022-01-25,102,1
2366,Stationwagon,580,2002,Black,2022-02-24,108,20
2367,Hatchback,587,2002,Yellow,2021-12-02,109,19
2368,Hatchback,576,2001,White,2021-10-29,102,20
2369,Saloon,619,2006,Silver,2022-03-27,115,16
2370,Hatchback,540,2012,Grey,2022-02-07,108,10
2371,Hatchback,619,2001,Green,2022-01-02,109,21
2372,Saloon,587,2006,White,2022-02-14,103,16
2373,Hatchback,619,2002,Red,2022-03-21,102,20
2374,Stationwagon,548,2006,Black,2022-03-13,102,16
2375,Utility,556,2012,Brown,2022-03-15,103,10
2376,Utility,548,2009,White,2022-01-17,103,13
2377,Saloon,577,2011,White,2021-10-12,102,10
2378,Light Van,611,1989,White,2022-03-13,102,33
2379,Stationwagon,619,2003,Silver,2022-01-18,109,19
2380,Hatchback,576,2002,Orange,2022-02-17,102,20
2381,Stationwagon,619,1997,Black,2022-03-19,114,25
2382,Convertible,512,2003,Grey,2021-11-09,102,18
2383,Hatchback,576,2004,Silver,2022-02-24,103,18
2384,Hatchback,540,2012,Black,2022-04-03,102,10
2385,Saloon,610,2003,Blue,2021-12-17,109,18
2386,Stationwagon,576,2003,Grey,2022-04-03,102,19
2387,Hatchback,610,1998,Black,2022-03-17,109,24
2388,Stationwagon,610,2002,Silver,2021-12-28,109,19
2389,Stationwagon,610,2009,Black,2022-04-03,101,13
2390,Hatchback,587,2000,Red,2021-12-29,102,21
2391,Stationwagon,555,2012,Blue,2021-12-22,114,9
2392,Stationwagon,580,2012,Red,2022-02-18,102,10
2393,Hatchback,512,2002,Red,2021-10-23,115,19
2394,Saloon,576,2005,White,2021-11-01,102,16
2395,Stationwagon,548,2012,White,2022-02-04,102,10
2396,Utility,580,2001,Green,2022-04-03,102,21
2397,Light Van,580,2012,White,2021-11-05,109,9
2398,Stationwagon,550,2001,Purple,2021-12-12,101,20
2399,Hatchback,576,2006,Silver,2021-12-03,109,15
2400,Stationwagon,610,2012,White,2021-12-12,104,9
2401,Stationwagon,592,2012,Blue,2021-12-05,115,9
2402,Hatchback,576,2004,Blue,2022-04-04,102,18
2403,Hatchback,550,2002,Silver,2021-12-04,102,19
2404,Hatchback,611,2006,Silver,2022-01-26,101,16
2405,Stationwagon,587,2006,Silver,2022-04-04,102,16
2406,Saloon,550,2000,Black,2022-03-07,102,22
2407,Utility,619,2012,White,2022-03-28,108,10
2408,Saloon,512,2002,Silver,2021-11-29,102,19
2409,Saloon,587,2004,Grey,2022-04-01,114,18
2410,Stationwagon,610,2005,Silver,2022-01-27,109,17
2411,Hatchback,619,1999,Gold,2021-12-17,105,22
2412,Stationwagon,587,2005,Blue,2021-12-29,105,16
2413,Stationwagon,550,1996,Purple,2022-04-02,108,26
2414,Saloon,576,2003,Blue,2021-10-25,102,18
2415,Saloon,548,2001,Blue,2021-10-09,103,20
2416,Hatchback,587,2006,Silver,2022-04-05,103,16
2417,Stationwagon,576,2003,Silver,2022-02-11,102,19
2418,Hatchback,576,2005,Silver,2022-03-19,103,17
2419,Hatchback,576,2004,Blue,2022-01-16,103,18
2420,Utility,576,2002,Red,2022-03-31,102,20
2421,Utility,540,2012,White,2022-02-13,104,10
2422,Stationwagon,619,1999,Silver,2022-03-21,102,23
2423,Saloon,548,2012,Grey,2022-02-27,102,10
2424,Utility,540,2002,Green,2022-03-11,115,20
2425,Stationwagon,576,2006,Black,2021-12-06,109,15
2426,Saloon,548,2003,Red,2021-12-19,102,18
2427,Stationwagon,576,2002,White,2022-03-23,102,20
2428,Hatchback,611,2006,Yellow,2021-12-17,109,15
2429,Utility,576,2006,White,2021-10-30,102,15
2430,Hatchback,633,2003,Black,2022-01-17,111,19
2431,Utility,587,2012,Silver,2022-02-22,114,10
2432,Stationwagon,576,2002,Red,2021-12-16,109,19
2433,Stationwagon,610,2000,Black,2021-11-26,104,21
2434,Saloon,610,2009,Black,2022-03-25,111,13
2435,Light Van,619,2012,White,2021-11-22,102,9
2436,Stationwagon,540,2002,Green,2022-03-07,104,20
2437,Utility,548,2012,Silver,2022-01-08,107,10
2438,Stationwagon,587,2001,White,2022-03-14,111,21
2439,Hatchback,540,2012,Black,2022-04-01,102,10
2440,Sports Car,507,2011,Grey,2022-01-16,102,11
2441,Hatchback,587,2005,Silver,2021-11-30,109,16
2442,Saloon,576,2005,White,2022-03-25,105,17
2443,Utility,580,2012,Silver,2022-01-11,115,10
2444,Saloon,548,2001,Silver,2022-02-23,103,21
2445,Hatchback,619,2005,Blue,2022-01-07,111,17
2446,Utility,619,2001,White,2022-01-25,109,21
2447,Hatchback,576,2005,Silver,2022-03-18,109,17
2448,Saloon,587,2004,Blue,2022-04-05,102,18
2449,Utility,540,2006,Grey,2022-02-11,104,16
2450,Saloon,619,2004,Gold,2021-12-09,102,17
2451,Utility,576,2002,White,2022-03-17,109,20
2452,Saloon,576,2003,White,2021-11-04,109,18
2453,Saloon,540,2002,Silver,2022-02-12,114,20
2454,Stationwagon,619,1988,White,2022-04-02,114,34
2455,Utility,540,2012,Grey,2022-01-17,102,10
2456,Saloon,548,2012,Silver,2022-03-07,102,10
2457,Utility,540,2008,Red,2022-03-06,114,14
2458,Flat Deck Truck,580,2008,White,2022-02-22,102,14
2459,Saloon,587,2005,Blue,2022-04-05,102,17
2460,Light Van,619,2000,White,2021-10-14,102,21
2461,Saloon,580,1999,Blue,2022-01-01,107,23
2462,Saloon,587,2007,White,2021-11-30,102,14
2463,Stationwagon,619,1994,Gold,2022-03-31,109,28
2464,Hatchback,611,2006,Orange,2022-02-03,104,16
2465,Hatchback,576,2002,Silver,2021-11-11,114,19
2466,Stationwagon,540,2012,White,2021-10-12,102,9
2467,Utility,540,2001,Green,2022-03-04,104,21
2468,Convertible,634,2003,White,2021-10-14,102,18
2469,Hatchback,611,2012,Orange,2022-03-22,102,10
2470,Stationwagon,610,2005,Black,2022-03-27,109,17
2471,Stationwagon,548,2012,Green,2022-03-18,106,10
2472,Hatchback,587,2005,Silver,2022-03-29,114,17
2473,Stationwagon,580,2012,White,2021-11-07,114,9
2474,Stationwagon,610,2009,White,2021-10-28,114,12
2475,Hatchback,611,2012,Silver,2022-03-22,102,10
2476,Stationwagon,580,2005,Black,2022-03-20,102,17
2477,Saloon,587,2005,Green,2022-01-07,107,17
2478,Hatchback,587,2004,Grey,2022-04-05,103,18
2479,Stationwagon,619,1999,White,2021-12-30,104,22
2480,Utility,619,2012,White,2022-01-30,101,10
2481,Saloon,619,2005,Silver,2021-12-17,114,16
2482,Stationwagon,580,2007,Silver,2021-12-12,108,14
2483,Stationwagon,559,2018,Black,2022-03-21,102,4
2484,Hatchback,550,1997,Green,2021-12-11,109,24
2485,Stationwagon,550,2005,Blue,2021-10-15,102,16
2486,Stationwagon,576,2007,Silver,2022-04-04,109,15
2487,Saloon,512,2001,Blue,2022-02-25,102,21
2488,Stationwagon,580,2005,Grey,2021-12-02,114,16
2489,Stationwagon,619,2005,White,2022-03-23,102,17
2490,Stationwagon,610,2003,Silver,2022-04-03,103,19
2491,Stationwagon,619,1996,Red,2022-03-25,115,26
2492,Utility,619,2012,Black,2021-11-06,114,9
2493,Hatchback,576,2005,Silver,2022-02-09,103,17
2494,Hatchback,587,2005,Silver,2022-04-04,101,17
2495,Saloon,580,1996,Silver,2022-01-01,102,26
2496,Hatchback,548,2012,Silver,2022-03-01,102,10
2497,Saloon,592,2009,Black,2021-12-05,104,12
2498,Hatchback,521,2012,Black,2022-01-30,102,10
2499,Saloon,540,2012,Red,2021-12-11,105,9
2500,Stationwagon,633,2007,Blue,2022-03-04,108,15
2501,Stationwagon,550,2005,White,2022-03-27,102,17
2502,Utility,587,2012,Silver,2021-11-11,101,9
2503,Hatchback,576,2005,Blue,2022-04-04,102,17
2504,Hatchback,619,2012,Silver,2022-03-31,104,10
2505,Hatchback,611,2005,Silver,2022-01-14,108,17
2506,Saloon,548,2007,Green,2021-12-23,111,14
2507,Hatchback,619,2013,Blue,2022-02-07,103,9
2508,Hatchback,619,2003,Orange,2022-03-30,102,19
2509,Stationwagon,610,2006,Silver,2022-03-24,102,16
2510,Hatchback,576,2001,Green,2022-01-13,102,21
2511,Saloon,550,2005,Black,2022-03-28,102,17
2512,Hatchback,587,2005,Silver,2022-02-08,102,17
2513,Stationwagon,576,2007,Silver,2022-01-08,103,15
2514,Saloon,577,2008,Silver,2021-12-12,104,13
2515,Saloon,587,2007,Red,2021-11-21,102,14
2516,Hatchback,550,2004,Red,2022-03-12,103,18
2517,Saloon,610,2004,Blue,2021-12-17,102,17
2518,Hatchback,611,2006,White,2021-12-22,103,15
2519,Utility,580,1997,Green,2021-10-12,104,24
2520,Hatchback,576,2005,Silver,2022-02-28,102,17
2521,Stationwagon,619,2000,Silver,2021-12-01,102,21
2522,Saloon,550,2001,Black,2021-11-06,102,20
2523,Stationwagon,576,2006,Black,2022-01-30,102,16
2524,Hatchback,576,2005,White,2022-04-06,102,17
2525,Utility,619,2013,White,2021-11-24,108,8
2526,Utility,540,2013,Silver,2021-11-23,104,8
2527,Stationwagon,619,1998,White,2022-02-15,102,24
2528,Utility,587,2013,Black,2022-02-06,103,9
2529,Saloon,587,2005,Silver,2022-03-30,102,17
2530,Cab and Chassis Only,587,2013,Silver,2022-01-01,103,9
2531,Hatchback,619,2013,Silver,2021-12-13,101,8
2532,Saloon,619,2004,Blue,2022-02-14,102,18
2533,Saloon,577,2006,Silver,2021-11-17,102,15
2534,Stationwagon,576,1999,Silver,2022-01-13,107,23
2535,Hatchback,587,2005,Black,2022-04-02,102,17
2536,Stationwagon,507,2004,Black,2022-02-24,114,18
2537,Stationwagon,548,2010,Black,2021-11-10,107,11
2538,Hatchback,611,2009,Black,2021-10-10,101,12
2539,Sports Car,577,2016,White,2022-03-04,114,6
2540,Stationwagon,576,2004,Grey,2021-11-07,104,17
2541,Utility,587,1991,Blue,2022-01-08,108,31
2542,Saloon,633,2006,White,2022-03-26,102,16
2543,Stationwagon,576,2008,Black,2022-03-16,104,14
2544,Stationwagon,548,2013,White,2022-02-26,102,9
2545,Saloon,512,2007,Black,2021-10-11,102,14
2546,Sports Car,576,1998,Green,2021-10-18,105,23
2547,Stationwagon,580,2014,Black,2021-10-16,106,7
2548,Stationwagon,619,2004,Silver,2021-12-15,102,17
2549,Hatchback,619,2004,Red,2022-04-02,102,18
2550,Saloon,550,2007,Black,2021-11-19,109,14
2551,Hatchback,576,2006,Silver,2022-04-04,111,16
2552,Saloon,550,1998,Red,2021-10-07,101,23
2553,Saloon,512,2003,White,2021-12-27,104,18
2554,Light Van,619,2006,Silver,2022-03-14,102,16
2555,Stationwagon,548,2013,Red,2022-03-06,102,9
2556,Stationwagon,576,2006,Purple,2022-02-06,105,16
2557,Saloon,580,1979,Gold,2021-11-03,102,42
2558,Saloon,540,2013,Blue,2022-03-11,101,9
2559,Hatchback,522,2008,Grey,2022-04-04,102,14
2560,Saloon,587,2006,Silver,2022-03-14,105,16
2561,Utility,580,2001,White,2022-02-14,107,21
2562,Utility,580,2013,Grey,2021-12-02,101,8
2563,Utility,580,2013,Grey,2021-12-03,101,8
2564,Stationwagon,576,2013,Red,2022-01-08,114,9
2565,Stationwagon,587,2006,Silver,2022-03-28,102,16
2566,Hatchback,576,2004,Orange,2022-04-05,106,18
2567,Stationwagon,619,2004,White,2022-03-12,103,18
2568,Saloon,550,2006,Red,2022-02-17,109,16
2569,Hatchback,550,2004,Green,2022-03-06,102,18
2570,Stationwagon,619,1990,Blue,2021-11-14,102,31
2571,Stationwagon,619,2005,Silver,2022-02-03,114,17
2572,Hatchback,576,2006,Silver,2022-01-23,101,16
2573,Hatchback,619,2013,White,2022-03-31,102,9
2574,Saloon,548,2003,Black,2022-04-01,103,19
2575,Hatchback,512,2005,Red,2022-02-19,114,17
2576,Saloon,619,2010,White,2022-03-27,102,12
2577,Hatchback,587,2005,Blue,2022-01-15,102,17
2578,Hatchback,587,2005,Silver,2022-04-03,102,17
2579,Hatchback,576,2006,White,2022-01-31,109,16
2580,Hatchback,633,2008,White,2021-10-20,104,13
2581,Trailer,562,2006,Silver,2022-01-18,102,16
2582,Stationwagon,619,1993,Green,2021-11-26,104,28
2583,Boat Trailer,623,2006,Grey,2022-03-24,104,16
2584,Trailer,623,2006,Silver,2021-12-29,104,15
2585,Trailer - Heavy,562,2006,Silver,2021-12-29,111,15
2586,Boat Trailer,623,2006,Silver,2021-12-01,103,15
2587,Trailer - Heavy,506,2006,Yellow,2022-01-14,104,16
2588,Trailer - Heavy,597,2006,Silver,2022-02-17,114,16
2589,Trailer,562,2006,Silver,2021-10-23,103,15
2590,Saloon,576,2004,Red,2022-02-22,114,18
2591,Saloon,576,2002,Blue,2022-04-01,109,20
2592,Stationwagon,587,1997,Black,2022-02-10,106,25
2593,Stationwagon,576,1999,White,2022-03-01,107,23
2594,Saloon,548,2013,Green,2021-10-23,109,8
2595,Saloon,587,2007,Silver,2022-03-30,102,15
2596,Stationwagon,576,2006,Black,2022-04-01,102,16
2597,Utility,619,2000,White,2022-04-02,114,22
2598,Saloon,587,2004,White,2021-11-10,105,17
2599,Stationwagon,576,2006,Silver,2022-02-23,107,16
2600,Stationwagon,540,2004,Silver,2022-02-26,114,18
2601,Utility,587,2002,Silver,2022-01-07,102,20
2602,Hatchback,576,2004,White,2021-11-04,105,17
2603,Stationwagon,619,2006,Silver,2021-10-11,109,15
2604,Stationwagon,548,2001,Green,2021-12-22,103,20
2605,Light Van,587,2008,White,2021-10-14,114,13
2606,Saloon,540,2013,Blue,2021-11-12,105,8
2607,Saloon,610,2002,Silver,2022-01-28,109,20
2608,Hatchback,548,2013,Black,2022-03-28,102,9
2609,Utility,544,2013,Black,2022-02-18,103,9
2610,Hatchback,633,2004,Black,2021-12-25,102,17
2611,Stationwagon,576,2005,Red,2021-11-06,109,16
2612,Light Van,540,2008,White,2022-01-18,102,14
2613,Saloon,550,2005,White,2022-03-09,109,17
2614,Cab and Chassis Only,556,2007,White,2022-01-17,102,15
2615,Utility,587,2013,Red,2022-04-02,103,9
2616,Utility,587,2003,White,2021-11-09,114,18
2617,Saloon,548,2013,White,2022-01-25,114,9
2618,Stationwagon,580,2006,White,2022-01-18,103,16
2619,Hatchback,576,2006,White,2022-02-26,109,16
2620,Saloon,610,1994,White,2022-04-02,114,28
2621,Sports Car,576,1992,Red,2022-01-28,102,30
2622,Hatchback,587,2005,Gold,2021-11-15,105,16
2623,Stationwagon,610,2004,Gold,2022-02-28,114,18
2624,Saloon,576,2003,Silver,2022-03-05,114,19
2625,Saloon,576,2003,Silver,2022-03-09,114,19
2626,Stationwagon,576,2005,Purple,2022-03-12,102,17
2627,Utility,607,2013,Red,2022-01-11,108,9
2628,Stationwagon,610,2003,Blue,2021-10-27,102,18
2629,Stationwagon,619,2008,White,2021-12-25,102,13
2630,Hatchback,576,2002,Silver,2022-02-27,109,20
2631,Hatchback,592,2013,Red,2021-12-08,114,8
2632,Saloon,512,2006,White,2021-11-23,102,15
2633,Saloon,576,2005,Silver,2021-12-07,105,16
2634,Saloon,548,2010,Grey,2021-10-16,102,11
2635,Stationwagon,580,2005,Silver,2022-01-08,102,17
2636,Saloon,512,1996,Blue,2021-11-04,102,25
2637,Hatchback,576,2004,Silver,2022-03-05,103,18
2638,Saloon,619,2006,White,2022-02-22,107,16
2639,Saloon,587,2006,Silver,2022-02-06,103,16
2640,Stationwagon,619,2005,Silver,2021-12-24,102,16
2641,Hatchback,587,2005,White,2022-01-23,102,17
2642,Utility,540,2013,Silver,2021-10-22,105,8
2643,Saloon,550,2005,Silver,2021-10-12,109,16
2644,Hatchback,619,2004,Red,2022-02-26,102,18
2645,Hatchback,550,2006,Grey,2022-04-03,102,16
2646,Hatchback,576,2004,White,2022-01-29,102,18
2647,Stationwagon,540,2014,Silver,2021-10-15,114,7
2648,Hatchback,598,2006,Orange,2022-03-29,103,16
2649,Saloon,610,2005,Black,2022-01-07,102,17
2650,Hatchback,633,2006,Black,2022-03-17,109,16
2651,Stationwagon,576,2006,Black,2021-11-09,105,15
2652,Saloon,576,2006,Grey,2022-01-30,109,16
2653,Saloon,576,2006,White,2022-03-02,102,16
2654,Hatchback,587,2004,Blue,2021-12-03,102,17
2655,Saloon,576,2005,Silver,2022-04-02,114,17
2656,Stationwagon,550,2004,White,2022-02-27,102,18
2657,Light Van,619,2008,Silver,2022-03-10,102,14
2658,Saloon,550,2003,Silver,2021-11-12,102,18
2659,Utility,587,2014,Black,2022-03-09,102,8
2660,Hatchback,587,2004,Grey,2022-03-22,102,18
2661,Stationwagon,550,2006,Purple,2022-02-28,105,16
2662,Hatchback,587,2004,Silver,2022-03-20,103,18
2663,Hatchback,576,2004,Silver,2022-03-24,109,18
2664,Hatchback,576,2004,Silver,2021-12-05,109,17
2665,Hatchback,531,2008,Silver,2022-01-30,102,14
2666,Saloon,619,2008,White,2021-12-25,102,13
2667,Light Van,619,2006,Red,2022-03-21,109,16
2668,Saloon,512,2005,White,2021-12-30,114,16
2669,Saloon,548,2006,Gold,2022-02-11,114,16
2670,Stationwagon,610,2004,Gold,2022-03-04,102,18
2671,Utility,587,2005,Green,2022-01-08,109,17
2672,Saloon,523,1971,White,2022-02-23,103,51
2673,Stationwagon,619,2005,Silver,2021-11-02,114,16
2674,Utility,580,1999,Green,2022-02-20,108,23
2675,Stationwagon,619,2007,White,2022-03-14,104,15
2676,Utility,619,2014,Black,2022-01-30,114,8
2677,Hatchback,611,2006,Red,2022-02-06,102,16
2678,Hatchback,611,2005,Silver,2022-02-05,102,17
2679,Stationwagon,576,2007,Blue,2022-03-29,115,15
2680,Saloon,576,2006,Black,2021-11-03,114,15
2681,Stationwagon,512,2008,Grey,2022-01-05,102,14
2682,Hatchback,619,2006,White,2022-01-20,102,16
2683,Stationwagon,550,2005,Green,2022-02-25,102,17
2684,Stationwagon,540,2014,White,2022-03-02,102,8
2685,Heavy Van,619,1996,White,2021-12-16,109,25
2686,Stationwagon,550,2004,Black,2022-01-15,107,18
2687,Stationwagon,587,2005,Silver,2022-01-25,103,17
2688,Hatchback,550,2004,Silver,2022-03-07,102,18
2689,Utility,619,2010,Silver,2022-02-06,104,12
2690,Hatchback,550,2006,Red,2022-03-15,103,16
2691,Hatchback,576,2006,White,2022-03-01,109,16
2692,Saloon,577,2009,Silver,2022-03-28,102,13
2693,Light Van,580,2014,White,2021-10-15,102,7
2694,Stationwagon,610,2011,Grey,2022-02-22,102,11
2695,Light Van,619,2014,Red,2022-01-25,114,8
2696,Utility,576,2014,Blue,2022-02-26,104,8
2697,Stationwagon,577,2014,Silver,2022-01-30,114,8
2698,Hatchback,619,2009,White,2022-03-09,109,13
2699,Stationwagon,550,2006,Black,2021-11-02,101,15
2700,Utility,587,2014,Grey,2022-04-02,107,8
2701,Hatchback,579,2005,Gold,2022-02-26,115,17
2702,Hatchback,576,2004,Black,2022-03-23,102,18
2703,Saloon,512,2001,Silver,2022-02-27,102,21
2704,Saloon,587,2007,White,2021-12-21,105,14
2705,Light Van,619,2009,Yellow,2022-02-15,102,13
2706,Saloon,507,2004,Black,2022-03-19,114,18
2707,Hatchback,512,2005,Grey,2022-01-15,106,17
2708,Saloon,580,1999,Black,2022-01-27,102,23
2709,Stationwagon,564,2014,Silver,2022-03-24,104,8
2710,Hatchback,587,2004,Silver,2022-01-24,107,18
2711,Hatchback,580,2005,Silver,2022-03-14,102,17
2712,Stationwagon,610,1997,Red,2022-03-11,115,25
2713,Stationwagon,587,2004,White,2022-01-09,102,18
2714,Hatchback,587,2005,Gold,2022-02-17,102,17
2715,Saloon,619,2005,Silver,2022-02-13,104,17
2716,Saloon,576,2005,Grey,2022-01-21,103,17
2718,Stationwagon,610,1998,Silver,2022-04-05,114,24
2719,Stationwagon,548,2014,Black,2021-11-28,114,7
2720,Saloon,540,2014,White,2021-12-10,115,7
2721,Saloon,587,1995,Silver,2021-12-13,109,26
2722,Stationwagon,548,2014,Gold,2022-03-17,102,8
2723,Utility,540,2006,Silver,2022-02-13,104,16
2724,Saloon,507,1998,Silver,2022-01-14,102,24
2725,Hatchback,576,2005,Blue,2022-01-12,104,17
2726,Saloon,512,2005,Black,2022-02-10,102,17
2727,Saloon,548,2005,Blue,2022-02-11,103,17
2728,Stationwagon,576,2006,White,2021-11-26,102,15
2729,Hatchback,587,2005,Silver,2022-02-28,103,17
2730,Trail Bike,550,1981,Red,2021-12-17,115,40
2731,Saloon,555,2014,Silver,2022-03-29,102,8
2732,Saloon,576,2005,White,2022-02-25,109,17
2733,Saloon,512,2006,Grey,2021-11-21,103,15
2734,Light Van,619,2007,White,2022-01-25,114,15
2735,Hatchback,576,2004,Blue,2022-02-13,102,18
2736,Utility,619,2005,Purple,2021-12-18,103,16
2737,Utility,619,2014,Black,2022-01-17,104,8
2738,Hatchback,587,2005,Silver,2021-12-22,102,16
2739,Flat Deck Truck,587,1993,White,2021-10-12,114,28
2740,Hatchback,587,2005,Gold,2022-02-17,105,17
2741,Stationwagon,619,1998,Green,2022-03-07,114,24
2742,Saloon,619,2005,Silver,2022-03-30,102,17
2743,Stationwagon,610,2005,White,2022-02-28,102,17
2744,Hatchback,576,2005,Blue,2022-03-04,104,17
2745,Saloon,576,2004,Silver,2022-02-23,104,18
2746,Saloon,610,2000,White,2022-03-12,109,22
2747,Hatchback,576,2007,Purple,2022-03-07,101,15
2748,Stationwagon,587,2006,White,2022-01-15,105,16
2749,Stationwagon,633,2003,Silver,2022-01-18,101,19
2750,Saloon,587,2007,White,2021-12-08,102,14
2751,Stationwagon,619,2004,Silver,2022-03-06,102,18
2752,Stationwagon,619,2006,Brown,2022-04-04,102,16
2753,Stationwagon,580,1995,White,2022-01-17,102,27
2754,Stationwagon,587,2004,Silver,2022-01-21,109,18
2755,Saloon,619,2005,White,2022-03-16,103,17
2756,Stationwagon,610,2005,Green,2022-02-24,109,17
2757,Stationwagon,568,2006,Silver,2021-10-19,115,15
2758,Stationwagon,610,2006,Blue,2022-04-03,102,16
2759,Stationwagon,619,2004,Silver,2022-03-25,101,18
2760,Utility,587,2014,Silver,2022-03-12,109,8
2761,Stationwagon,576,2004,Blue,2022-03-22,102,18
2762,Saloon,587,2006,Silver,2022-02-01,102,16
2763,Stationwagon,507,2005,Silver,2021-11-29,102,16
2764,Utility,619,2014,White,2022-04-01,106,8
2765,Stationwagon,619,1997,Green,2022-01-29,109,25
2766,Saloon,512,2003,Silver,2022-04-05,102,19
2767,Light Van,619,2009,White,2022-01-10,114,13
2768,Hatchback,550,2014,Silver,2022-02-19,109,8
2769,Stationwagon,550,2005,Purple,2021-11-17,102,16
2770,Stationwagon,619,2014,Blue,2022-02-08,114,8
2771,Stationwagon,587,2005,White,2021-12-29,103,16
2772,Stationwagon,576,2004,White,2022-04-02,102,18
2773,Stationwagon,587,2005,Silver,2022-01-16,114,17
2774,Stationwagon,610,2005,Silver,2021-12-05,102,16
2775,Stationwagon,559,2014,Black,2022-01-27,114,8
2776,Hatchback,576,2005,Silver,2022-04-01,104,17
2777,Utility,619,2014,White,2022-03-26,111,8
2778,Stationwagon,576,2008,Black,2021-10-30,109,13
2779,Saloon,587,2006,Gold,2022-03-24,102,16
2780,Hatchback,633,2011,White,2022-04-01,102,11
2781,Saloon,576,2003,Red,2021-10-17,103,18
2782,Saloon,619,2002,Red,2022-04-02,108,20
2783,Hatchback,592,2014,Blue,2022-04-01,103,8
2784,Hatchback,619,2007,Black,2021-12-25,108,14
2785,Hatchback,576,2005,Purple,2022-03-23,109,17
2786,Saloon,512,2008,Black,2022-01-27,102,14
2787,Hatchback,611,2007,Grey,2021-11-16,102,14
2788,Utility,548,2015,Black,2022-01-12,116,7
2789,Hatchback,576,2008,White,2021-10-17,105,13
2790,Stationwagon,610,2005,White,2021-10-24,114,16
2791,Hatchback,548,2015,Silver,2021-11-18,104,6
2792,Hatchback,550,2001,White,2022-03-05,102,21
2793,Stationwagon,580,2006,White,2021-12-06,114,15
2794,Stationwagon,576,2007,Red,2021-12-06,102,14
2795,Hatchback,587,2006,Grey,2022-03-02,103,16
2796,Hatchback,576,2009,Grey,2022-02-19,103,13
2797,Hatchback,576,2009,Grey,2022-02-24,103,13
2798,Utility,540,2003,Green,2021-12-22,109,18
2799,Stationwagon,576,2003,Silver,2022-02-27,104,19
2800,Saloon,507,2009,Silver,2022-02-26,102,13
2801,Stationwagon,611,2007,Brown,2022-03-28,109,15
2802,Stationwagon,550,2004,Grey,2022-03-07,109,18
2803,Stationwagon,576,2003,White,2022-04-05,102,19
2804,Stationwagon,610,2006,Silver,2022-04-05,102,16
2805,Convertible,512,2008,Black,2021-11-21,102,13
2806,Saloon,580,2007,Grey,2022-03-12,109,15
2807,Other Truck,556,2015,White,2022-02-28,108,7
2808,Stationwagon,610,2000,Red,2021-10-27,109,21
2809,Stationwagon,576,2007,Purple,2022-03-01,102,15
2810,Hatchback,633,2008,Blue,2021-11-10,114,13
2811,Hatchback,587,2005,White,2021-10-18,102,16
2812,Hatchback,611,2005,Grey,2021-11-16,102,16
2813,Saloon,550,2001,Grey,2022-04-04,109,21
2814,Hatchback,633,2005,Black,2021-12-20,102,16
2815,Trailer - Heavy,549,1974,White,2022-01-23,114,48
2816,Saloon,550,2006,Silver,2022-02-28,104,16
2817,Light Van,540,1978,Blue,2021-11-10,111,43
2818,Hatchback,619,2015,Silver,2021-11-14,102,6
2819,Utility,619,1996,White,2021-12-21,115,25
2820,Trailer,623,1965,Silver,2021-12-18,114,56
2821,Boat Trailer,623,2007,Grey,2022-02-14,102,15
2822,Trailer,538,2007,Silver,2022-02-08,104,15
2823,Boat Trailer,623,2006,Silver,2021-12-27,107,15
2824,Trailer - Heavy,623,2007,Grey,2021-11-26,103,14
2825,Trailer,623,1982,Red,2022-01-25,114,40
2826,Trailer - Heavy,623,2007,Silver,2022-01-28,102,15
2827,Trailer,623,2000,Silver,2021-12-06,104,21
2828,Caravan,519,1994,White,2021-11-29,102,27
2829,Trailer,623,2007,Silver,2022-03-09,101,15
2830,Trailer - Heavy,623,2007,Silver,2021-12-07,102,14
2831,Boat Trailer,623,2007,Silver,2021-11-23,111,14
2832,Stationwagon,610,2006,Grey,2022-04-04,114,16
2833,Utility,540,2007,White,2022-03-10,101,15
2834,Stationwagon,576,2005,Silver,2022-03-21,101,17
2835,Utility,548,2012,Black,2022-02-24,102,10
2836,Saloon,610,2009,Silver,2022-03-20,102,13
2837,Saloon,577,2000,Silver,2021-12-22,102,21
2838,Saloon,619,2005,Silver,2022-03-26,102,17
2839,Saloon,587,2006,Red,2021-11-22,103,15
2840,Stationwagon,587,2005,Blue,2021-11-29,102,16
2841,Light Bus,587,2009,Silver,2022-01-31,101,13
2842,Stationwagon,619,2015,Grey,2021-11-25,114,6
2843,Hatchback,633,2003,Red,2022-01-15,102,19
2844,Hatchback,521,2015,Red,2022-01-07,103,7
2845,Saloon,619,2006,White,2022-03-28,109,16
2846,Hatchback,611,2012,Silver,2021-12-31,114,9
2847,Stationwagon,550,2001,Silver,2022-03-29,102,21
2848,Stationwagon,534,2008,Silver,2022-02-25,109,14
2849,Light Van,619,2009,Silver,2021-11-13,109,12
2850,Stationwagon,576,2004,Grey,2022-03-17,102,18
2851,Stationwagon,619,2007,Blue,2022-03-16,102,15
